DATE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,chl,phy,ph,Celsius,spcond,do,turb,Salinity,MG,Enterococcus,E_coli,Ammonium (uM).x,Nitrate+nitrite (uM).x,Phosphate (uM).x,Total phosphorus (uM).x,Chlorophyll a (ug/L).x,Phaeophytin (ug/L).x,Ammonium (uM).y,Nitrate+nitrite (uM).y,Phosphate (uM).y,Total phosphorus (uM).y,Chlorophyll a (ug/L).y,Phaeophytin (ug/L).y
1/14/2015,30.49296296,4.342857143,18.57142857,0,54.82857143,30.47428571,9.986285714,15.45714286,322.5714286,NA,8.057142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/15/2015,30.05192308,23.71666667,26.76666667,0.15,87.91666667,30.032,4.700344828,25.88333333,313.3333333,18,9.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/16/2015,29.7816,15.66666667,28.27272727,0,60.48484848,29.75272727,9.819393939,24.33333333,253.9393939,27.6,13.24242424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/17/2015,30.25708333,-5.774193548,16.29032258,0,37.25806452,30.21774194,9.986451613,12.03225806,277.4193548,26.15384615,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/18/2015,30.09703704,26.71428571,33.51428571,0.04,76.71428571,30.08514286,9.986285714,31.22857143,151.1428571,29,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/19/2015,29.61970588,35.88095238,42.78571429,0.13,77.35714286,29.59619048,9.629047619,39.97619048,226.9047619,25.38888889,15.35714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/20/2015,29.78916667,15.96875,33.4375,0,50.125,29.7578125,9.985,27.84375,266.5625,23.73333333,14.84375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,84.8,0.845,1.73,2.66,1.72,11.3,84.8,0.845,1.73,2.66,1.72
1/21/2015,30.09708333,9.875,27.15625,0,48.75,30.0628125,9.985,22.3125,228.4375,19,7.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/22/2015,30.19,22.40540541,31.81081081,0,68.43243243,30.16135135,9.878918919,28.51351351,250.5882353,NA,6.216216216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/23/2015,30.19958333,15.75,30.625,0,54.71875,30.175625,9.985,25.875,264.1935484,20,9.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/24/2015,29.65529412,27.4047619,32.30952381,0.77,83.61904762,29.6645,3.738095238,30.64285714,198.8095238,21.5,9.857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/25/2015,29.485,22.76470588,33.38235294,0.05,67.73529412,29.44941176,8.884411765,29.70588235,276.4705882,23,14.23529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/26/2015,30.06634146,12.28571429,22.18367347,0,66.53061224,30.03632653,6.818163265,19.73469388,175.1020408,28.70588235,15.6122449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/27/2015,29.65780488,15.06122449,18.75510204,1.29,85.7755102,29.63408163,0.616530612,17.55102041,284.6938776,33.675,23.69387755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/28/2015,29.7752,7.068965517,15.29310345,0.08,70.20689655,29.75068966,5.26637931,13.27586207,306.0344828,25,15.24137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/29/2015,30.24625,6.59375,21.53125,0,52.875,30.2165625,9.82875,17.84375,200.625,NA,5.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/30/2015,29.86395833,26.82142857,31.17857143,0.13,84.17857143,29.84267857,6.462321429,29.55357143,206.0714286,21,7.446428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/31/2015,29.79911765,3.238095238,16.73809524,0,57.57142857,29.76880952,5.224878049,13.78571429,305.2380952,36.61764706,24.07142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/1/2015,30.0975,1.1875,19.375,0,45.875,30.0671875,9.985,15.15625,279.375,22.54545455,13.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/2/2015,29.73981132,13.25,19.25,1.19,80.15,29.73631579,2.110166667,17.75,218,30.07407407,18.11666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/3/2015,29.9003125,2.95,12.925,0.01,65.6,29.8785,6.61375,10.675,291.25,25,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/4/2015,30.2225,12.15625,23.5625,0.01,61.65625,30.2,9.985,20.375,212.1875,22,9.53125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/5/2015,29.91,23.55319149,30.63829787,0.15,76.34042553,29.88319149,6.609130435,28.25531915,275.3191489,29.16666667,12.08510638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/6/2015,30.1076,-3.393939394,11.51515152,0,50.87878788,30.07848485,9.985454545,8.727272727,280.6060606,26.7,12.51515152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/7/2015,30.05592593,12.88571429,23.14285714,0.01,65.28571429,30.02971429,8.569714286,20.37142857,232.2857143,23.33333333,12.14285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/8/2015,30.04606557,22.39130435,24.98550725,0.52,89.24637681,30.01724638,1.977971014,24.2173913,151.5942029,23.42857143,11.91304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/9/2015,30.10714286,13.77192982,17.12280702,1.39,86.9122807,30.07736842,0.88122807,16.14035088,316.4912281,24.58333333,15.01754386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/10/2015,30.10923077,12.9787234,18.59574468,0.25,79.21276596,30.08042553,6.287954545,17,296.5957447,23.36363636,13.80851064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/11/2015,30.091875,13.25,21.15,0.01,71.55,30.0645,6.94075,18.95,302.75,25.25,12.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/12/2015,29.8004878,15.57142857,22.26530612,0.09,75.81632653,29.78122449,6.570816327,20.40816327,173.5416667,NA,4.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/13/2015,29.846,4.552631579,17.44736842,0,59.28947368,29.81868421,8.692631579,14.78947368,307.3684211,26.61111111,14.81578947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/14/2015,29.92653846,1.382352941,14.05882353,0.09,58.5,29.91264706,7.943235294,11.58823529,205.8823529,NA,9.176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/15/2015,29.4508,15.10344828,19.53448276,0.94,83.44827586,29.42586207,2.625172414,18.4137931,282.2413793,30.03125,17.29310345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/16/2015,29.86870968,-11.53846154,5.256410256,0,46.64102564,29.83948718,8.301842105,2.794871795,293.5897436,32.8,22.61538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/17/2015,29.94181818,3.341463415,15.80487805,0.02,59.2195122,29.91926829,6.849230769,13.26829268,310,25.5,9.731707317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/18/2015,29.88241379,12.51351351,23.45945946,0,63.27027027,29.8572973,9.741081081,20.37837838,237.027027,NA,5.837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/19/2015,29.6248,17.9137931,24.79310345,0.1,75.87931034,29.59810345,5.406851852,22.70689655,266.5517241,30.23076923,11.39655172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/20/2015,29.9025,-5.625,11.53125,0,46.125,29.8615625,9.700625,8.375,271.875,30.33333333,20.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/21/2015,30.40586207,6.756756757,18.45945946,0.07,61.16216216,30.38162162,7.556216216,15.81081081,219.1891892,26.16666667,12.05405405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/22/2015,30.15090909,29.53846154,33.71153846,0.32,85.55769231,30.12384615,6.080384615,32.07692308,212.6,NA,6.038461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/23/2015,30.14541667,10.64516129,26.38709677,0,54.4516129,30.11419355,9.680645161,22.4516129,273.8709677,25.41666667,12.09677419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/24/2015,30.25,-8.875,8.8125,0,44.1875,30.2259375,9.985,6.0625,263.75,22.5,11.28125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/25/2015,29.80931034,12.13513514,22.7027027,0.1,67.62162162,29.78324324,7.517567568,19.59459459,225.9459459,23.42857143,8.837837838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/26/2015,30.02133333,7.684210526,20.92105263,0.03,57.89473684,29.99131579,8.304473684,17.63157895,243.9473684,22.33333333,11.21052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/27/2015,30.26125,-0.096774194,20.41935484,0,41.67741935,30.23,9.986451613,15.80645161,290.7142857,17.5,7.612903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/28/2015,30.64541667,-0.40625,20.84375,0,40.375,30.61516129,9.985,16.03225806,283.5483871,NA,8.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/1/2015,30.55129032,11.17948718,23.84615385,0.02,60.8974359,30.54076923,7.521025641,20.53846154,178.7179487,NA,6.846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/2/2015,30.05096774,22.1025641,30.05128205,0.21,74.56410256,30.02282051,6.446923077,27.48717949,256.4102564,30.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/3/2015,30.2875,6.4375,26.0625,0,43.8125,30.2590625,9.7984375,20.90625,272.5,26.8,10.84375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/4/2015,29.83547619,29.18,34.02,0.54,83.7,29.8022,6.3118,32.16,209.5918367,24.42857143,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/5/2015,29.98785714,17.54285714,32.97142857,0,54.42857143,29.952,8.980294118,28.2,294.5714286,20.4,11.05714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/6/2015,30.40583333,-2.25,17.65625,0,41.3125,30.3746875,9.985,13.5625,263,23.6,10.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/7/2015,30.16916667,8.78125,25.65625,0,50.34375,30.1503125,9.985,20.875,222.5,22.33333333,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/8/2015,30.01115385,20.6,33.2,0,61.2,29.98428571,9.753142857,28.88571429,198,23.57142857,7.942857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/9/2015,30.09541667,18.40625,37.1875,0,48.34375,30.0678125,9.985,30.625,221.25,23.4,10.40625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/10/2015,30.24833333,23.87096774,38.83870968,0,55.83870968,30.22032258,9.986451613,33.29032258,170.3225806,NA,6.935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/11/2015,29.888,35.52173913,43.91304348,0.13,77.82608696,29.85702128,5.770869565,40.30434783,215.7446809,24.125,9.021276596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/12/2015,30.20375,14.75,37.5,0,40.25,30.176875,9.985,30.28125,305.3125,27.42105263,17.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/13/2015,30.55291667,5.53125,30,0,36.34375,30.525625,9.985,23.46875,277.5,19,10.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/14/2015,30.08868421,30.5,34.5,1.22,87.04347826,30.0673913,4.966956522,33.17391304,121.0869565,20,8.152173913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/15/2015,29.63478261,31.42592593,34.5,0.63,89.01851852,29.60574074,4.919622642,33.31481481,238.4615385,26.06666667,12.98148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/16/2015,29.87458333,13.5,34.21875,0,45.9375,29.84625,9.985,27.6875,286.875,23.8,10.65625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1,91.6,0.748,1.99,2.53,1.24,32.1,91.6,0.748,1.99,2.53,1.24
3/17/2015,29.566,29.05263158,38.28947368,0.17,71.26315789,29.54184211,7.917105263,34.92105263,239.2105263,37.09090909,12.86842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/18/2015,29.8375,0.3125,26.96875,0,31.8125,29.8103125,9.985,20.34375,304.375,36.29166667,22.28125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/19/2015,30.16916667,-2.65625,25.71875,0,29.6875,30.1421875,9.985,19.03125,304.0625,28.4375,16.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/20/2015,30.33407407,9.676470588,27.20588235,0.05,50.5,30.30735294,7.996470588,22.52941176,185,20,5.264705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/21/2015,30.03980769,28.22033898,30.40677966,0.12,91.13559322,30.00677966,4.591551724,29.52542373,123.7931034,NA,3.728813559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/22/2015,29.89083333,8.903225806,31.93548387,0,40.41935484,29.86064516,9.986451613,25.5483871,286.1290323,30.27777778,17.83870968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/23/2015,30.1125,-1.34375,24.21875,0,33,30.0853125,9.985,18.28125,288.4375,25.64705882,15.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/24/2015,30.29333333,12.65625,27.3125,0,54.625,30.265625,9.985,23.125,233.1034483,17,8.15625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/2015,30.346,20.24242424,36.15151515,0.04,53.93939394,30.31878788,9.985454545,30.66666667,168.4848485,NA,9.151515152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/26/2015,29.85625,43.94642857,46.26785714,1.67,92.08928571,29.83446429,6.082884615,45.23214286,183.2142857,NA,8.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/27/2015,29.69888889,38.70454545,41.31818182,0.42,90.70454545,29.67181818,7.926136364,40.22727273,216.5909091,NA,6.568181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2015,29.784,31.43396226,34.79245283,0.16,88.13207547,29.75433962,4.365660377,33.30188679,192.4528302,23.25,11.13207547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2015,30.10538462,12.58823529,32.94117647,0,45.5,30.08058824,9.603529412,26.79411765,266.25,25,9.676470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/2015,29.8815625,25.79487179,36.51282051,0,66.02564103,29.85179487,9.245526316,32.64102564,209.7368421,24.75,12.79487179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74,68.8,0.618,1.78,3.07,1.48,8.74,68.8,0.618,1.78,3.07,1.48
3/31/2015,29.73041667,24.32258065,42.74193548,0,49.93548387,29.70290323,9.986451613,35.64516129,270,22.42857143,13.41935484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/2015,29.94,8.96875,38.75,0,30.84375,29.9125,9.985,29.5,289.375,22.7,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/2/2015,30.12458333,17.3125,43.65625,0,35.25,30.098125,9.985,34.3125,196.7741935,27.14285714,9.90625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/2015,29.79625,42.625,53.46875,0.03,67.9375,29.7684375,9.9225,48.3125,221.5625,26.16666667,13.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/4/2015,29.58380952,39.44,46.51020408,0.68,80.93877551,29.5634,5.3234,43.69387755,230.2325581,28.83333333,12.61904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/5/2015,30.105,18.90625,39.375,0,45.53125,30.078125,9.985,32.21875,248.75,29.2,14.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/6/2015,30.30375,29.74193548,39.25806452,0,69.29032258,30.27290323,9.986451613,35.51612903,135.8064516,NA,9.709677419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/7/2015,30.28870968,36.05128205,39.41025641,0.03,87.71794872,30.26051282,9.178974359,38.05128205,86.41025641,NA,9.076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/8/2015,30.43290323,31.25641026,36.71794872,0.15,81.92307692,30.40512821,8.767435897,34.64102564,46.15384615,25.625,14.69230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/9/2015,30.3795,34.05319149,35.4893617,0.33,94.56382979,30.35,2.996914894,35.0212766,54.68085106,24.94736842,17.27659574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/10/2015,30.02636364,40.0952381,40.52380952,0.22,98.50793651,29.99396825,3.171746032,40.31746032,98.57142857,NA,7.26984127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
